MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
QLF15C02,M,Y35-39,2013Q4,149.6,A,F,NR,3
QLF15C02,F,Y35-39,2013Q4,150.9,A,F,NR,3
QLF15C02,T,Y40-44,2013Q4,284.7,A,F,NR,3
QLF15C02,M,Y40-44,2013Q4,147.4,A,F,NR,3
QLF15C02,F,Y40-44,2013Q4,137.4,A,F,NR,3
QLF15C02,T,Y40-59,2013Q4,1024.0,A,F,NR,3
QLF15C02,M,Y40-59,2013Q4,516.7,A,F,NR,3
QLF15C02,F,Y40-59,2013Q4,507.3,A,F,NR,3
QLF15C02,T,Y40-64,2013Q4,1089.5,A,F,NR,3
QLF15C02,M,Y40-64,2013Q4,548.0,A,F,NR,3
QLF15C02,F,Y40-64,2013Q4,541.5,A,F,NR,3
QLF15C02,T,Y45-49,2013Q4,288.0,A,F,NR,3
QLF15C02,M,Y45-49,2013Q4,140.3,A,F,NR,3
QLF15C02,F,Y45-49,2013Q4,147.8,A,F,NR,3
QLF15C02,T,Y50-54,2013Q4,227.8,A,F,NR,3
QLF15C02,M,Y50-54,2013Q4,108.6,A,F,NR,3
QLF15C02,F,Y50-54,2013Q4,119.2,A,F,NR,3
QLF15C02,T,Y50-59,2013Q4,451.2,A,F,NR,3
QLF15C02,M,Y50-59,2013Q4,229.1,A,F,NR,3
QLF15C02,F,Y50-59,2013Q4,222.1,A,F,NR,3
QLF15C02,T,Y50-64,2013Q4,516.7,A,F,NR,3
QLF15C02,M,Y50-64,2013Q4,260.4,A,F,NR,3
QLF15C02,F,Y50-64,2013Q4,256.3,A,F,NR,3
QLF15C02,T,Y50-74,2013Q4,525.5,A,F,NR,3
QLF15C02,M,Y50-74,2013Q4,264.8,A,F,NR,3
QLF15C02,F,Y50-74,2013Q4,260.7,A,F,NR,3
QLF15C02,T,Y55-59,2013Q4,223.4,A,F,NR,3
QLF15C02,M,Y55-59,2013Q4,120.5,A,F,NR,3
QLF15C02,F,Y55-59,2013Q4,103.0,A,F,NR,3
QLF15C02,T,Y55-64,2013Q4,289.0,A,F,NR,3
QLF15C02,M,Y55-64,2013Q4,151.8,A,F,NR,3
QLF15C02,F,Y55-64,2013Q4,137.2,A,F,NR,3
QLF15C02,T,Y60-64,2013Q4,65.5,A,F,NR,3
QLF15C02,M,Y60-64,2013Q4,31.4,U,F,NR,3
QLF15C02,F,Y60-64,2013Q4,34.2,U,F,NR,3
QLF15C02,T,Y15-19,2014Q1,159.6,A,F,NR,3
QLF15C02,M,Y15-19,2014Q1,93.9,A,F,NR,3
QLF15C02,F,Y15-19,2014Q1,65.7,A,F,NR,3
QLF15C02,T,Y15-24,2014Q1,658.0,A,F,NR,3
QLF15C02,M,Y15-24,2014Q1,372.9,A,F,NR,3
QLF15C02,F,Y15-24,2014Q1,285.1,A,F,NR,3
QLF15C02,T,Y15-39,2014Q1,1891.8,A,F,NR,3
QLF15C02,M,Y15-39,2014Q1,1042.4,A,F,NR,3
QLF15C02,F,Y15-39,2014Q1,849.4,A,F,NR,3
QLF15C02,T,Y15-59,2014Q1,3040.6,A,F,NR,3
QLF15C02,M,Y15-59,2014Q1,1650.4,A,F,NR,3
QLF15C02,F,Y15-59,2014Q1,1390.2,A,F,NR,3
QLF15C02,T,Y15-64,2014Q1,3115.3,A,F,NR,3
QLF15C02,M,Y15-64,2014Q1,1690.1,A,F,NR,3
QLF15C02,F,Y15-64,2014Q1,1425.2,A,F,NR,3
QLF15C02,T,Y15-74,2014Q1,3127.4,A,F,NR,3
QLF15C02,M,Y15-74,2014Q1,1695.5,A,F,NR,3
QLF15C02,F,Y15-74,2014Q1,1431.8,A,F,NR,3
QLF15C02,T,Y20-24,2014Q1,498.5,A,F,NR,3
QLF15C02,M,Y20-24,2014Q1,279.0,A,F,NR,3
QLF15C02,F,Y20-24,2014Q1,219.4,A,F,NR,3
QLF15C02,T,Y20-64,2014Q1,2955.7,A,F,NR,3
QLF15C02,M,Y20-64,2014Q1,1596.2,A,F,NR,3
QLF15C02,F,Y20-64,2014Q1,1359.5,A,F,NR,3
QLF15C02,T,Y25-29,2014Q1,499.4,A,F,NR,3
QLF15C02,M,Y25-29,2014Q1,277.3,A,F,NR,3
QLF15C02,F,Y25-29,2014Q1,222.1,A,F,NR,3
QLF15C02,T,Y25-49,2014Q1,1867.1,A,F,NR,3
QLF15C02,M,Y25-49,2014Q1,1013.8,A,F,NR,3
QLF15C02,F,Y25-49,2014Q1,853.3,A,F,NR,3
QLF15C02,T,Y25-54,2014Q1,2132.5,A,F,NR,3
QLF15C02,M,Y25-54,2014Q1,1143.4,A,F,NR,3
QLF15C02,F,Y25-54,2014Q1,989.1,A,F,NR,3
QLF15C02,T,Y25-59,2014Q1,2382.5,A,F,NR,3
QLF15C02,M,Y25-59,2014Q1,1277.5,A,F,NR,3
QLF15C02,F,Y25-59,2014Q1,1105.1,A,F,NR,3
QLF15C02,T,Y25-64,2014Q1,2457.3,A,F,NR,3
QLF15C02,M,Y25-64,2014Q1,1317.2,A,F,NR,3
QLF15C02,F,Y25-64,2014Q1,1140.1,A,F,NR,3
QLF15C02,T,Y25-74,2014Q1,2469.3,A,F,NR,3
QLF15C02,M,Y25-74,2014Q1,1322.6,A,F,NR,3
QLF15C02,F,Y25-74,2014Q1,1146.7,A,F,NR,3
QLF15C02,T,Y30-34,2014Q1,400.1,A,F,NR,3
QLF15C02,M,Y30-34,2014Q1,216.4,A,F,NR,3
QLF15C02,F,Y30-34,2014Q1,183.6,A,F,NR,3
QLF15C02,T,Y35-39,2014Q1,334.3,A,F,NR,3
QLF15C02,M,Y35-39,2014Q1,175.8,A,F,NR,3
QLF15C02,F,Y35-39,2014Q1,158.5,A,F,NR,3
QLF15C02,T,Y40-44,2014Q1,331.5,A,F,NR,3
QLF15C02,M,Y40-44,2014Q1,184.1,A,F,NR,3
QLF15C02,F,Y40-44,2014Q1,147.4,A,F,NR,3
QLF15C02,T,Y40-59,2014Q1,1148.8,A,F,NR,3
QLF15C02,M,Y40-59,2014Q1,607.9,A,F,NR,3
QLF15C02,F,Y40-59,2014Q1,540.8,A,F,NR,3
QLF15C02,T,Y40-64,2014Q1,1223.5,A,F,NR,3
QLF15C02,M,Y40-64,2014Q1,647.7,A,F,NR,3
QLF15C02,F,Y40-64,2014Q1,575.8,A,F,NR,3
QLF15C02,T,Y45-49,2014Q1,301.8,A,F,NR,3
QLF15C02,M,Y45-49,2014Q1,160.1,A,F,NR,3
QLF15C02,F,Y45-49,2014Q1,141.7,A,F,NR,3
QLF15C02,T,Y50-54,2014Q1,265.4,A,F,NR,3
QLF15C02,M,Y50-54,2014Q1,129.7,A,F,NR,3
QLF15C02,F,Y50-54,2014Q1,135.8,A,F,NR,3
QLF15C02,T,Y50-59,2014Q1,515.5,A,F,NR,3
QLF15C02,M,Y50-59,2014Q1,263.7,A,F,NR,3
QLF15C02,F,Y50-59,2014Q1,251.8,A,F,NR,3
QLF15C02,T,Y50-64,2014Q1,590.2,A,F,NR,3
QLF15C02,M,Y50-64,2014Q1,303.4,A,F,NR,3
QLF15C02,F,Y50-64,2014Q1,286.8,A,F,NR,3
QLF15C02,T,Y50-74,2014Q1,602.3,A,F,NR,3
QLF15C02,M,Y50-74,2014Q1,308.9,A,F,NR,3
QLF15C02,F,Y50-74,2014Q1,293.4,A,F,NR,3
QLF15C02,T,Y55-59,2014Q1,250.0,A,F,NR,3
QLF15C02,M,Y55-59,2014Q1,134.0,A,F,NR,3
QLF15C02,F,Y55-59,2014Q1,116.0,A,F,NR,3
QLF15C02,T,Y55-64,2014Q1,324.8,A,F,NR,3
QLF15C02,M,Y55-64,2014Q1,173.8,A,F,NR,3
QLF15C02,F,Y55-64,2014Q1,151.0,A,F,NR,3
QLF15C02,T,Y60-64,2014Q1,74.7,A,F,NR,3
QLF15C02,M,Y60-64,2014Q1,39.7,U,F,NR,3
QLF15C02,F,Y60-64,2014Q1,35.0,U,F,NR,3
QLF15C02,T,Y15-19,2014Q2,163.6,A,F,NR,3
QLF15C02,M,Y15-19,2014Q2,88.6,A,F,NR,3
QLF15C02,F,Y15-19,2014Q2,75.1,A,F,NR,3
QLF15C02,T,Y15-24,2014Q2,613.2,A,F,NR,3
QLF15C02,M,Y15-24,2014Q2,358.7,A,F,NR,3
QLF15C02,F,Y15-24,2014Q2,254.5,A,F,NR,3
QLF15C02,T,Y15-39,2014Q2,1740.5,A,F,NR,3
QLF15C02,M,Y15-39,2014Q2,940.6,A,F,NR,3
QLF15C02,F,Y15-39,2014Q2,799.9,A,F,NR,3
QLF15C02,T,Y15-59,2014Q2,2816.9,A,F,NR,3
QLF15C02,M,Y15-59,2014Q2,1503.3,A,F,NR,3
QLF15C02,F,Y15-59,2014Q2,1313.5,A,F,NR,3
QLF15C02,T,Y15-64,2014Q2,2881.2,A,F,NR,3
QLF15C02,M,Y15-64,2014Q2,1539.1,A,F,NR,3
QLF15C02,F,Y15-64,2014Q2,1342.1,A,F,NR,3
QLF15C02,T,Y15-74,2014Q2,2893.5,A,F,NR,3
QLF15C02,M,Y15-74,2014Q2,1545.5,A,F,NR,3
QLF15C02,F,Y15-74,2014Q2,1347.9,A,F,NR,3
QLF15C02,T,Y20-24,2014Q2,449.6,A,F,NR,3
QLF15C02,M,Y20-24,2014Q2,270.1,A,F,NR,3
QLF15C02,F,Y20-24,2014Q2,179.5,A,F,NR,3
QLF15C02,T,Y20-64,2014Q2,2717.5,A,F,NR,3
QLF15C02,M,Y20-64,2014Q2,1450.5,A,F,NR,3
QLF15C02,F,Y20-64,2014Q2,1267.0,A,F,NR,3
QLF15C02,T,Y25-29,2014Q2,448.9,A,F,NR,3
QLF15C02,M,Y25-29,2014Q2,234.1,A,F,NR,3
QLF15C02,F,Y25-29,2014Q2,214.9,A,F,NR,3
QLF15C02,T,Y25-49,2014Q2,1725.9,A,F,NR,3
QLF15C02,M,Y25-49,2014Q2,897.2,A,F,NR,3
QLF15C02,F,Y25-49,2014Q2,828.7,A,F,NR,3
QLF15C02,T,Y25-54,2014Q2,1963.2,A,F,NR,3
QLF15C02,M,Y25-54,2014Q2,1009.1,A,F,NR,3
QLF15C02,F,Y25-54,2014Q2,954.1,A,F,NR,3
QLF15C02,T,Y25-59,2014Q2,2203.6,A,F,NR,3
QLF15C02,M,Y25-59,2014Q2,1144.7,A,F,NR,3
QLF15C02,F,Y25-59,2014Q2,1059.0,A,F,NR,3
QLF15C02,T,Y25-64,2014Q2,2267.9,A,F,NR,3
QLF15C02,M,Y25-64,2014Q2,1180.4,A,F,NR,3
QLF15C02,F,Y25-64,2014Q2,1087.6,A,F,NR,3
QLF15C02,T,Y25-74,2014Q2,2280.3,A,F,NR,3
QLF15C02,M,Y25-74,2014Q2,1186.9,A,F,NR,3
QLF15C02,F,Y25-74,2014Q2,1093.4,A,F,NR,3
QLF15C02,T,Y30-34,2014Q2,371.7,A,F,NR,3
QLF15C02,M,Y30-34,2014Q2,194.5,A,F,NR,3
QLF15C02,F,Y30-34,2014Q2,177.2,A,F,NR,3
QLF15C02,T,Y35-39,2014Q2,306.7,A,F,NR,3
QLF15C02,M,Y35-39,2014Q2,153.3,A,F,NR,3
QLF15C02,F,Y35-39,2014Q2,153.4,A,F,NR,3
QLF15C02,T,Y40-44,2014Q2,304.6,A,F,NR,3
QLF15C02,M,Y40-44,2014Q2,159.9,A,F,NR,3
QLF15C02,F,Y40-44,2014Q2,144.7,A,F,NR,3
QLF15C02,T,Y40-59,2014Q2,1076.4,A,F,NR,3
QLF15C02,M,Y40-59,2014Q2,562.8,A,F,NR,3
QLF15C02,F,Y40-59,2014Q2,513.6,A,F,NR,3
QLF15C02,T,Y40-64,2014Q2,1140.7,A,F,NR,3
QLF15C02,M,Y40-64,2014Q2,598.5,A,F,NR,3
QLF15C02,F,Y40-64,2014Q2,542.2,A,F,NR,3
QLF15C02,T,Y45-49,2014Q2,294.0,A,F,NR,3
QLF15C02,M,Y45-49,2014Q2,155.4,A,F,NR,3
QLF15C02,F,Y45-49,2014Q2,138.6,A,F,NR,3
QLF15C02,T,Y50-54,2014Q2,237.4,A,F,NR,3
QLF15C02,M,Y50-54,2014Q2,112.0,A,F,NR,3
QLF15C02,F,Y50-54,2014Q2,125.4,A,F,NR,3
QLF15C02,T,Y50-59,2014Q2,477.8,A,F,NR,3
QLF15C02,M,Y50-59,2014Q2,247.5,A,F,NR,3
QLF15C02,F,Y50-59,2014Q2,230.3,A,F,NR,3
QLF15C02,T,Y50-64,2014Q2,542.1,A,F,NR,3
QLF15C02,M,Y50-64,2014Q2,283.2,A,F,NR,3
QLF15C02,F,Y50-64,2014Q2,258.9,A,F,NR,3
QLF15C02,T,Y50-74,2014Q2,554.4,A,F,NR,3
QLF15C02,M,Y50-74,2014Q2,289.7,A,F,NR,3
QLF15C02,F,Y50-74,2014Q2,264.7,A,F,NR,3
QLF15C02,T,Y55-59,2014Q2,240.4,A,F,NR,3
QLF15C02,M,Y55-59,2014Q2,135.5,A,F,NR,3
QLF15C02,F,Y55-59,2014Q2,104.9,A,F,NR,3
QLF15C02,T,Y55-64,2014Q2,304.7,A,F,NR,3
QLF15C02,M,Y55-64,2014Q2,171.2,A,F,NR,3
QLF15C02,F,Y55-64,2014Q2,133.5,A,F,NR,3
QLF15C02,T,Y60-64,2014Q2,64.3,A,F,NR,3
QLF15C02,M,Y60-64,2014Q2,35.7,U,F,NR,3
QLF15C02,F,Y60-64,2014Q2,28.6,U,F,NR,3
QLF15C02,T,Y15-19,2014Q3,196.3,A,F,NR,3
QLF15C02,M,Y15-19,2014Q3,111.0,A,F,NR,3
QLF15C02,F,Y15-19,2014Q3,85.3,A,F,NR,3
QLF15C02,T,Y15-24,2014Q3,679.8,A,F,NR,3
QLF15C02,M,Y15-24,2014Q3,370.4,A,F,NR,3
QLF15C02,F,Y15-24,2014Q3,309.4,A,F,NR,3
QLF15C02,T,Y15-39,2014Q3,1792.9,A,F,NR,3
QLF15C02,M,Y15-39,2014Q3,949.5,A,F,NR,3
QLF15C02,F,Y15-39,2014Q3,843.5,A,F,NR,3
QLF15C02,T,Y15-59,2014Q3,2816.8,A,F,NR,3
QLF15C02,M,Y15-59,2014Q3,1466.9,A,F,NR,3
QLF15C02,F,Y15-59,2014Q3,1349.9,A,F,NR,3
QLF15C02,T,Y15-64,2014Q3,2886.5,A,F,NR,3
QLF15C02,M,Y15-64,2014Q3,1496.0,A,F,NR,3
QLF15C02,F,Y15-64,2014Q3,1390.5,A,F,NR,3
QLF15C02,T,Y15-74,2014Q3,2897.7,A,F,NR,3
QLF15C02,M,Y15-74,2014Q3,1502.6,A,F,NR,3
QLF15C02,F,Y15-74,2014Q3,1395.2,A,F,NR,3
QLF15C02,T,Y20-24,2014Q3,483.5,A,F,NR,3
QLF15C02,M,Y20-24,2014Q3,259.4,A,F,NR,3
QLF15C02,F,Y20-24,2014Q3,224.1,A,F,NR,3
QLF15C02,T,Y20-64,2014Q3,2690.1,A,F,NR,3
QLF15C02,M,Y20-64,2014Q3,1385.0,A,F,NR,3
QLF15C02,F,Y20-64,2014Q3,1305.2,A,F,NR,3
QLF15C02,T,Y25-29,2014Q3,465.5,A,F,NR,3
QLF15C02,M,Y25-29,2014Q3,250.7,A,F,NR,3
QLF15C02,F,Y25-29,2014Q3,214.9,A,F,NR,3
QLF15C02,T,Y25-49,2014Q3,1693.2,A,F,NR,3
QLF15C02,M,Y25-49,2014Q3,873.2,A,F,NR,3
QLF15C02,F,Y25-49,2014Q3,820.0,A,F,NR,3
QLF15C02,T,Y25-54,2014Q3,1917.0,A,F,NR,3
QLF15C02,M,Y25-54,2014Q3,979.3,A,F,NR,3
QLF15C02,F,Y25-54,2014Q3,937.7,A,F,NR,3
QLF15C02,T,Y25-59,2014Q3,2137.0,A,F,NR,3
QLF15C02,M,Y25-59,2014Q3,1096.5,A,F,NR,3
QLF15C02,F,Y25-59,2014Q3,1040.5,A,F,NR,3
QLF15C02,T,Y25-64,2014Q3,2206.6,A,F,NR,3
QLF15C02,M,Y25-64,2014Q3,1125.6,A,F,NR,3
QLF15C02,F,Y25-64,2014Q3,1081.1,A,F,NR,3
QLF15C02,T,Y25-74,2014Q3,2217.9,A,F,NR,3
QLF15C02,M,Y25-74,2014Q3,1132.2,A,F,NR,3
QLF15C02,F,Y25-74,2014Q3,1085.7,A,F,NR,3
QLF15C02,T,Y30-34,2014Q3,347.7,A,F,NR,3
QLF15C02,M,Y30-34,2014Q3,178.5,A,F,NR,3
QLF15C02,F,Y30-34,2014Q3,169.3,A,F,NR,3
QLF15C02,T,Y35-39,2014Q3,299.9,A,F,NR,3
QLF15C02,M,Y35-39,2014Q3,150.0,A,F,NR,3
QLF15C02,F,Y35-39,2014Q3,149.9,A,F,NR,3
QLF15C02,T,Y40-44,2014Q3,309.7,A,F,NR,3
QLF15C02,M,Y40-44,2014Q3,158.7,A,F,NR,3
QLF15C02,F,Y40-44,2014Q3,151.0,A,F,NR,3
QLF15C02,T,Y40-59,2014Q3,1023.8,A,F,NR,3
QLF15C02,M,Y40-59,2014Q3,517.4,A,F,NR,3
QLF15C02,F,Y40-59,2014Q3,506.5,A,F,NR,3
QLF15C02,T,Y40-64,2014Q3,1093.5,A,F,NR,3
QLF15C02,M,Y40-64,2014Q3,546.5,A,F,NR,3
QLF15C02,F,Y40-64,2014Q3,547.0,A,F,NR,3
QLF15C02,T,Y45-49,2014Q3,270.5,A,F,NR,3
QLF15C02,M,Y45-49,2014Q3,135.4,A,F,NR,3
QLF15C02,F,Y45-49,2014Q3,135.0,A,F,NR,3
QLF15C02,T,Y50-54,2014Q3,223.8,A,F,NR,3
QLF15C02,M,Y50-54,2014Q3,106.1,A,F,NR,3
QLF15C02,F,Y50-54,2014Q3,117.7,A,F,NR,3
QLF15C02,T,Y50-59,2014Q3,443.7,A,F,NR,3
QLF15C02,M,Y50-59,2014Q3,223.3,A,F,NR,3
QLF15C02,F,Y50-59,2014Q3,220.5,A,F,NR,3
QLF15C02,T,Y50-64,2014Q3,513.4,A,F,NR,3
QLF15C02,M,Y50-64,2014Q3,252.4,A,F,NR,3
QLF15C02,F,Y50-64,2014Q3,261.0,A,F,NR,3
QLF15C02,T,Y50-74,2014Q3,524.7,A,F,NR,3
QLF15C02,M,Y50-74,2014Q3,259.0,A,F,NR,3
QLF15C02,F,Y50-74,2014Q3,265.7,A,F,NR,3
QLF15C02,T,Y55-59,2014Q3,219.9,A,F,NR,3
QLF15C02,M,Y55-59,2014Q3,117.1,A,F,NR,3
QLF15C02,F,Y55-59,2014Q3,102.8,A,F,NR,3
QLF15C02,T,Y55-64,2014Q3,289.6,A,F,NR,3
QLF15C02,M,Y55-64,2014Q3,146.2,A,F,NR,3
QLF15C02,F,Y55-64,2014Q3,143.4,A,F,NR,3
QLF15C02,T,Y60-64,2014Q3,69.7,A,F,NR,3
QLF15C02,M,Y60-64,2014Q3,29.1,U,F,NR,3
QLF15C02,F,Y60-64,2014Q3,40.6,A,F,NR,3
QLF15C02,T,Y15-19,2014Q4,187.3,A,F,NR,3
QLF15C02,M,Y15-19,2014Q4,109.2,A,F,NR,3
QLF15C02,F,Y15-19,2014Q4,78.1,A,F,NR,3
QLF15C02,T,Y15-24,2014Q4,700.7,A,F,NR,3
QLF15C02,M,Y15-24,2014Q4,407.6,A,F,NR,3
QLF15C02,F,Y15-24,2014Q4,293.2,A,F,NR,3
QLF15C02,T,Y15-39,2014Q4,1917.9,A,F,NR,3
QLF15C02,M,Y15-39,2014Q4,1038.5,A,F,NR,3
QLF15C02,F,Y15-39,2014Q4,879.4,A,F,NR,3
QLF15C02,T,Y15-59,2014Q4,3082.3,A,F,NR,3
QLF15C02,M,Y15-59,2014Q4,1636.3,A,F,NR,3
QLF15C02,F,Y15-59,2014Q4,1446.0,A,F,NR,3
QLF15C02,T,Y15-64,2014Q4,3167.0,A,F,NR,3
QLF15C02,M,Y15-64,2014Q4,1682.2,A,F,NR,3
QLF15C02,F,Y15-64,2014Q4,1484.8,A,F,NR,3
QLF15C02,T,Y15-74,2014Q4,3186.2,A,F,NR,3
QLF15C02,M,Y15-74,2014Q4,1691.2,A,F,NR,3
QLF15C02,F,Y15-74,2014Q4,1495.0,A,F,NR,3
QLF15C02,T,Y20-24,2014Q4,513.5,A,F,NR,3
QLF15C02,M,Y20-24,2014Q4,298.4,A,F,NR,3
QLF15C02,F,Y20-24,2014Q4,215.0,A,F,NR,3
QLF15C02,T,Y20-64,2014Q4,2979.8,A,F,NR,3
QLF15C02,M,Y20-64,2014Q4,1573.0,A,F,NR,3
QLF15C02,F,Y20-64,2014Q4,1406.7,A,F,NR,3
QLF15C02,T,Y25-29,2014Q4,503.2,A,F,NR,3
QLF15C02,M,Y25-29,2014Q4,267.5,A,F,NR,3
QLF15C02,F,Y25-29,2014Q4,235.7,A,F,NR,3
QLF15C02,T,Y25-49,2014Q4,1877.0,A,F,NR,3
QLF15C02,M,Y25-49,2014Q4,955.5,A,F,NR,3
QLF15C02,F,Y25-49,2014Q4,921.5,A,F,NR,3
QLF15C02,T,Y25-54,2014Q4,2144.7,A,F,NR,3
QLF15C02,M,Y25-54,2014Q4,1093.3,A,F,NR,3
QLF15C02,F,Y25-54,2014Q4,1051.4,A,F,NR,3
QLF15C02,T,Y25-59,2014Q4,2381.6,A,F,NR,3
QLF15C02,M,Y25-59,2014Q4,1228.7,A,F,NR,3
QLF15C02,F,Y25-59,2014Q4,1152.8,A,F,NR,3
QLF15C02,T,Y25-64,2014Q4,2466.3,A,F,NR,3
QLF15C02,M,Y25-64,2014Q4,1274.6,A,F,NR,3
QLF15C02,F,Y25-64,2014Q4,1191.7,A,F,NR,3
QLF15C02,T,Y25-74,2014Q4,2485.5,A,F,NR,3
QLF15C02,M,Y25-74,2014Q4,1283.6,A,F,NR,3
QLF15C02,F,Y25-74,2014Q4,1201.9,A,F,NR,3
QLF15C02,T,Y30-34,2014Q4,399.1,A,F,NR,3
QLF15C02,M,Y30-34,2014Q4,200.8,A,F,NR,3
QLF15C02,F,Y30-34,2014Q4,198.3,A,F,NR,3
QLF15C02,T,Y35-39,2014Q4,314.9,A,F,NR,3
QLF15C02,M,Y35-39,2014Q4,162.7,A,F,NR,3
QLF15C02,F,Y35-39,2014Q4,152.2,A,F,NR,3
QLF15C02,T,Y40-44,2014Q4,331.7,A,F,NR,3
QLF15C02,M,Y40-44,2014Q4,159.7,A,F,NR,3
QLF15C02,F,Y40-44,2014Q4,171.9,A,F,NR,3
QLF15C02,T,Y40-59,2014Q4,1164.4,A,F,NR,3
QLF15C02,M,Y40-59,2014Q4,597.8,A,F,NR,3
QLF15C02,F,Y40-59,2014Q4,566.6,A,F,NR,3
QLF15C02,T,Y40-64,2014Q4,1249.1,A,F,NR,3
QLF15C02,M,Y40-64,2014Q4,643.7,A,F,NR,3
QLF15C02,F,Y40-64,2014Q4,605.4,A,F,NR,3
QLF15C02,T,Y45-49,2014Q4,328.2,A,F,NR,3
QLF15C02,M,Y45-49,2014Q4,164.9,A,F,NR,3
QLF15C02,F,Y45-49,2014Q4,163.3,A,F,NR,3
QLF15C02,T,Y50-54,2014Q4,267.6,A,F,NR,3
QLF15C02,M,Y50-54,2014Q4,137.8,A,F,NR,3
QLF15C02,F,Y50-54,2014Q4,129.8,A,F,NR,3
QLF15C02,T,Y50-59,2014Q4,504.6,A,F,NR,3
QLF15C02,M,Y50-59,2014Q4,273.2,A,F,NR,3
QLF15C02,F,Y50-59,2014Q4,231.3,A,F,NR,3
QLF15C02,T,Y50-64,2014Q4,589.3,A,F,NR,3
QLF15C02,M,Y50-64,2014Q4,319.1,A,F,NR,3
QLF15C02,F,Y50-64,2014Q4,270.2,A,F,NR,3
QLF15C02,T,Y50-74,2014Q4,608.4,A,F,NR,3
QLF15C02,M,Y50-74,2014Q4,328.1,A,F,NR,3
QLF15C02,F,Y50-74,2014Q4,280.3,A,F,NR,3
QLF15C02,T,Y55-59,2014Q4,236.9,A,F,NR,3
QLF15C02,M,Y55-59,2014Q4,135.4,A,F,NR,3
QLF15C02,F,Y55-59,2014Q4,101.5,A,F,NR,3
QLF15C02,T,Y55-64,2014Q4,321.6,A,F,NR,3
QLF15C02,M,Y55-64,2014Q4,181.3,A,F,NR,3
QLF15C02,F,Y55-64,2014Q4,140.3,A,F,NR,3
QLF15C02,T,Y60-64,2014Q4,84.7,A,F,NR,3
QLF15C02,M,Y60-64,2014Q4,45.9,A,F,NR,3
QLF15C02,F,Y60-64,2014Q4,38.8,U,F,NR,3
QLF15C02,T,Y15-19,2015Q1,171.0,A,F,NR,3
QLF15C02,M,Y15-19,2015Q1,104.9,A,F,NR,3
QLF15C02,F,Y15-19,2015Q1,66.1,A,F,NR,3
QLF15C02,T,Y15-24,2015Q1,693.3,A,F,NR,3
QLF15C02,M,Y15-24,2015Q1,409.3,A,F,NR,3
QLF15C02,F,Y15-24,2015Q1,284.0,A,F,NR,3
QLF15C02,T,Y15-39,2015Q1,1924.0,A,F,NR,3
QLF15C02,M,Y15-39,2015Q1,1071.7,A,F,NR,3
QLF15C02,F,Y15-39,2015Q1,852.4,A,F,NR,3
QLF15C02,T,Y15-59,2015Q1,3091.8,A,F,NR,3
QLF15C02,M,Y15-59,2015Q1,1685.0,A,F,NR,3
QLF15C02,F,Y15-59,2015Q1,1406.9,A,F,NR,3
QLF15C02,T,Y15-64,2015Q1,3165.2,A,F,NR,3
QLF15C02,M,Y15-64,2015Q1,1725.1,A,F,NR,3
QLF15C02,F,Y15-64,2015Q1,1440.2,A,F,NR,3
QLF15C02,T,Y15-74,2015Q1,3178.6,A,F,NR,3
QLF15C02,M,Y15-74,2015Q1,1733.6,A,F,NR,3
QLF15C02,F,Y15-74,2015Q1,1444.9,A,F,NR,3
QLF15C02,T,Y20-24,2015Q1,522.3,A,F,NR,3
QLF15C02,M,Y20-24,2015Q1,304.4,A,F,NR,3
QLF15C02,F,Y20-24,2015Q1,217.9,A,F,NR,3
QLF15C02,T,Y20-64,2015Q1,2994.2,A,F,NR,3
QLF15C02,M,Y20-64,2015Q1,1620.2,A,F,NR,3
QLF15C02,F,Y20-64,2015Q1,1374.0,A,F,NR,3
QLF15C02,T,Y25-29,2015Q1,487.6,A,F,NR,3
QLF15C02,M,Y25-29,2015Q1,269.1,A,F,NR,3
QLF15C02,F,Y25-29,2015Q1,218.5,A,F,NR,3
QLF15C02,T,Y25-49,2015Q1,1894.7,A,F,NR,3
QLF15C02,M,Y25-49,2015Q1,1007.8,A,F,NR,3
QLF15C02,F,Y25-49,2015Q1,886.9,A,F,NR,3
QLF15C02,T,Y25-54,2015Q1,2163.2,A,F,NR,3
QLF15C02,M,Y25-54,2015Q1,1154.5,A,F,NR,3
QLF15C02,F,Y25-54,2015Q1,1008.7,A,F,NR,3
QLF15C02,T,Y25-59,2015Q1,2398.5,A,F,NR,3
QLF15C02,M,Y25-59,2015Q1,1275.7,A,F,NR,3
QLF15C02,F,Y25-59,2015Q1,1122.9,A,F,NR,3
QLF15C02,T,Y25-64,2015Q1,2471.9,A,F,NR,3
QLF15C02,M,Y25-64,2015Q1,1315.8,A,F,NR,3
QLF15C02,F,Y25-64,2015Q1,1156.1,A,F,NR,3
QLF15C02,T,Y25-74,2015Q1,2485.3,A,F,NR,3
QLF15C02,M,Y25-74,2015Q1,1324.3,A,F,NR,3
QLF15C02,F,Y25-74,2015Q1,1160.9,A,F,NR,3
QLF15C02,T,Y30-34,2015Q1,397.2,A,F,NR,3
QLF15C02,M,Y30-34,2015Q1,214.6,A,F,NR,3
QLF15C02,F,Y30-34,2015Q1,182.6,A,F,NR,3
QLF15C02,T,Y35-39,2015Q1,345.9,A,F,NR,3
