MEASURE,SEX,AGE,TIME_PERIOD,OBS_VALUE,OBS_STATUS,CONF_STATUS,UNIT,UNIT_MULT
QLF15C03,T,Y20-24,2012Q4,2193.6,A,F,NR,3
QLF15C03,M,Y20-24,2012Q4,1175.2,A,F,NR,3
QLF15C03,F,Y20-24,2012Q4,1018.4,A,F,NR,3
QLF15C03,T,Y20-64,2012Q4,27861.7,A,F,NR,3
QLF15C03,M,Y20-64,2012Q4,14536.3,A,F,NR,3
QLF15C03,F,Y20-64,2012Q4,13325.4,A,F,NR,3
QLF15C03,T,Y25-29,2012Q4,3201.9,A,F,NR,3
QLF15C03,M,Y25-29,2012Q4,1676.3,A,F,NR,3
QLF15C03,F,Y25-29,2012Q4,1525.6,A,F,NR,3
QLF15C03,T,Y25-49,2012Q4,18139.0,A,F,NR,3
QLF15C03,M,Y25-49,2012Q4,9478.6,A,F,NR,3
QLF15C03,F,Y25-49,2012Q4,8660.4,A,F,NR,3
QLF15C03,T,Y25-54,2012Q4,21751.4,A,F,NR,3
QLF15C03,M,Y25-54,2012Q4,11339.0,A,F,NR,3
QLF15C03,F,Y25-54,2012Q4,10412.4,A,F,NR,3
QLF15C03,T,Y25-59,2012Q4,24708.8,A,F,NR,3
QLF15C03,M,Y25-59,2012Q4,12868.3,A,F,NR,3
QLF15C03,F,Y25-59,2012Q4,11840.5,A,F,NR,3
QLF15C03,T,Y25-64,2012Q4,25668.0,A,F,NR,3
QLF15C03,M,Y25-64,2012Q4,13361.1,A,F,NR,3
QLF15C03,F,Y25-64,2012Q4,12306.9,A,F,NR,3
QLF15C03,T,Y25-74,2012Q4,25894.8,A,F,NR,3
QLF15C03,M,Y25-74,2012Q4,13498.3,A,F,NR,3
QLF15C03,F,Y25-74,2012Q4,12396.6,A,F,NR,3
QLF15C03,T,Y30-34,2012Q4,3493.6,A,F,NR,3
QLF15C03,M,Y30-34,2012Q4,1836.4,A,F,NR,3
QLF15C03,F,Y30-34,2012Q4,1657.2,A,F,NR,3
QLF15C03,T,Y35-39,2012Q4,3604.0,A,F,NR,3
QLF15C03,M,Y35-39,2012Q4,1893.3,A,F,NR,3
QLF15C03,F,Y35-39,2012Q4,1710.7,A,F,NR,3
QLF15C03,T,Y40-44,2012Q4,3950.4,A,F,NR,3
QLF15C03,M,Y40-44,2012Q4,2059.6,A,F,NR,3
QLF15C03,F,Y40-44,2012Q4,1890.8,A,F,NR,3
QLF15C03,T,Y40-59,2012Q4,14409.3,A,F,NR,3
QLF15C03,M,Y40-59,2012Q4,7462.3,A,F,NR,3
QLF15C03,F,Y40-59,2012Q4,6947.0,A,F,NR,3
QLF15C03,T,Y40-64,2012Q4,15368.5,A,F,NR,3
QLF15C03,M,Y40-64,2012Q4,7955.1,A,F,NR,3
QLF15C03,F,Y40-64,2012Q4,7413.5,A,F,NR,3
QLF15C03,T,Y45-49,2012Q4,3889.1,A,F,NR,3
QLF15C03,M,Y45-49,2012Q4,2013.0,A,F,NR,3
QLF15C03,F,Y45-49,2012Q4,1876.1,A,F,NR,3
QLF15C03,T,Y50-54,2012Q4,3612.4,A,F,NR,3
QLF15C03,M,Y50-54,2012Q4,1860.4,A,F,NR,3
QLF15C03,F,Y50-54,2012Q4,1752.0,A,F,NR,3
QLF15C03,T,Y50-59,2012Q4,6569.8,A,F,NR,3
QLF15C03,M,Y50-59,2012Q4,3389.7,A,F,NR,3
QLF15C03,F,Y50-59,2012Q4,3180.1,A,F,NR,3
QLF15C03,T,Y50-64,2012Q4,7529.0,A,F,NR,3
QLF15C03,M,Y50-64,2012Q4,3882.5,A,F,NR,3
QLF15C03,F,Y50-64,2012Q4,3646.6,A,F,NR,3
QLF15C03,T,Y50-74,2012Q4,7755.8,A,F,NR,3
QLF15C03,M,Y50-74,2012Q4,4019.6,A,F,NR,3
QLF15C03,F,Y50-74,2012Q4,3736.2,A,F,NR,3
QLF15C03,T,Y55-59,2012Q4,2957.4,A,F,NR,3
QLF15C03,M,Y55-59,2012Q4,1529.3,A,F,NR,3
QLF15C03,F,Y55-59,2012Q4,1428.1,A,F,NR,3
QLF15C03,T,Y55-64,2012Q4,3916.6,A,F,NR,3
QLF15C03,M,Y55-64,2012Q4,2022.1,A,F,NR,3
QLF15C03,F,Y55-64,2012Q4,1894.5,A,F,NR,3
QLF15C03,T,Y60-64,2012Q4,959.2,A,F,NR,3
QLF15C03,M,Y60-64,2012Q4,492.8,A,F,NR,3
QLF15C03,F,Y60-64,2012Q4,466.5,A,F,NR,3
QLF15C03,T,Y65-69,2012Q4,183.7,A,F,NR,3
QLF15C03,M,Y65-69,2012Q4,108.5,A,F,NR,3
QLF15C03,F,Y65-69,2012Q4,75.2,A,F,NR,3
QLF15C03,T,Y65-74,2012Q4,226.8,A,F,NR,3
QLF15C03,M,Y65-74,2012Q4,137.1,A,F,NR,3
QLF15C03,F,Y65-74,2012Q4,89.6,A,F,NR,3
QLF15C03,T,Y70-74,2012Q4,43.1,U,F,NR,3
QLF15C03,M,Y70-74,2012Q4,28.7,U,F,NR,3
QLF15C03,T,Y_GE15,2012Q4,28658.9,A,F,NR,3
QLF15C03,M,Y_GE15,2012Q4,15020.2,A,F,NR,3
QLF15C03,F,Y_GE15,2012Q4,13638.8,A,F,NR,3
QLF15C03,T,Y_GE25,2012Q4,25915.4,A,F,NR,3
QLF15C03,M,Y_GE25,2012Q4,13508.8,A,F,NR,3
QLF15C03,F,Y_GE25,2012Q4,12406.6,A,F,NR,3
QLF15C03,T,Y_GE50,2012Q4,7776.4,A,F,NR,3
QLF15C03,M,Y_GE50,2012Q4,4030.2,A,F,NR,3
QLF15C03,F,Y_GE50,2012Q4,3746.2,A,F,NR,3
QLF15C03,T,Y_GE65,2012Q4,247.4,A,F,NR,3
QLF15C03,M,Y_GE65,2012Q4,147.7,A,F,NR,3
QLF15C03,F,Y_GE65,2012Q4,99.7,A,F,NR,3
QLF15C03,T,Y15-64,2013Q1,28295.8,A,F,NR,3
QLF15C03,M,Y15-64,2013Q1,14793.5,A,F,NR,3
QLF15C03,F,Y15-64,2013Q1,13502.3,A,F,NR,3
QLF15C03,T,Y15-19,2013Q1,513.0,A,F,NR,3
QLF15C03,M,Y15-19,2013Q1,317.9,A,F,NR,3
QLF15C03,F,Y15-19,2013Q1,195.2,A,F,NR,3
QLF15C03,T,Y15-24,2013Q1,2692.0,A,F,NR,3
QLF15C03,M,Y15-24,2013Q1,1491.3,A,F,NR,3
QLF15C03,F,Y15-24,2013Q1,1200.6,A,F,NR,3
QLF15C03,T,Y15-39,2013Q1,12976.1,A,F,NR,3
QLF15C03,M,Y15-39,2013Q1,6884.1,A,F,NR,3
QLF15C03,F,Y15-39,2013Q1,6092.0,A,F,NR,3
QLF15C03,T,Y15-59,2013Q1,27336.2,A,F,NR,3
QLF15C03,M,Y15-59,2013Q1,14293.4,A,F,NR,3
QLF15C03,F,Y15-59,2013Q1,13042.8,A,F,NR,3
QLF15C03,T,Y15-74,2013Q1,28505.7,A,F,NR,3
QLF15C03,M,Y15-74,2013Q1,14911.3,A,F,NR,3
QLF15C03,F,Y15-74,2013Q1,13594.4,A,F,NR,3
QLF15C03,T,Y20-24,2013Q1,2178.9,A,F,NR,3
QLF15C03,M,Y20-24,2013Q1,1173.5,A,F,NR,3
QLF15C03,F,Y20-24,2013Q1,1005.5,A,F,NR,3
QLF15C03,T,Y20-64,2013Q1,27782.8,A,F,NR,3
QLF15C03,M,Y20-64,2013Q1,14475.6,A,F,NR,3
QLF15C03,F,Y20-64,2013Q1,13307.1,A,F,NR,3
QLF15C03,T,Y25-29,2013Q1,3221.7,A,F,NR,3
QLF15C03,M,Y25-29,2013Q1,1685.7,A,F,NR,3
QLF15C03,F,Y25-29,2013Q1,1536.0,A,F,NR,3
QLF15C03,T,Y25-49,2013Q1,18104.1,A,F,NR,3
QLF15C03,M,Y25-49,2013Q1,9434.0,A,F,NR,3
QLF15C03,F,Y25-49,2013Q1,8670.1,A,F,NR,3
QLF15C03,T,Y25-54,2013Q1,21707.9,A,F,NR,3
QLF15C03,M,Y25-54,2013Q1,11294.5,A,F,NR,3
QLF15C03,F,Y25-54,2013Q1,10413.4,A,F,NR,3
QLF15C03,T,Y25-59,2013Q1,24644.2,A,F,NR,3
QLF15C03,M,Y25-59,2013Q1,12802.0,A,F,NR,3
QLF15C03,F,Y25-59,2013Q1,11842.2,A,F,NR,3
QLF15C03,T,Y25-64,2013Q1,25603.8,A,F,NR,3
QLF15C03,M,Y25-64,2013Q1,13302.2,A,F,NR,3
QLF15C03,F,Y25-64,2013Q1,12301.7,A,F,NR,3
QLF15C03,T,Y25-74,2013Q1,25813.7,A,F,NR,3
QLF15C03,M,Y25-74,2013Q1,13420.0,A,F,NR,3
QLF15C03,F,Y25-74,2013Q1,12393.7,A,F,NR,3
QLF15C03,T,Y30-34,2013Q1,3489.5,A,F,NR,3
QLF15C03,M,Y30-34,2013Q1,1833.2,A,F,NR,3
QLF15C03,F,Y30-34,2013Q1,1656.3,A,F,NR,3
QLF15C03,T,Y35-39,2013Q1,3572.9,A,F,NR,3
QLF15C03,M,Y35-39,2013Q1,1873.9,A,F,NR,3
QLF15C03,F,Y35-39,2013Q1,1699.0,A,F,NR,3
QLF15C03,T,Y40-44,2013Q1,3943.1,A,F,NR,3
QLF15C03,M,Y40-44,2013Q1,2043.9,A,F,NR,3
QLF15C03,F,Y40-44,2013Q1,1899.2,A,F,NR,3
QLF15C03,T,Y40-59,2013Q1,14360.1,A,F,NR,3
QLF15C03,M,Y40-59,2013Q1,7409.2,A,F,NR,3
QLF15C03,F,Y40-59,2013Q1,6950.8,A,F,NR,3
QLF15C03,T,Y40-64,2013Q1,15319.7,A,F,NR,3
QLF15C03,M,Y40-64,2013Q1,7909.3,A,F,NR,3
QLF15C03,F,Y40-64,2013Q1,7410.3,A,F,NR,3
QLF15C03,T,Y45-49,2013Q1,3876.9,A,F,NR,3
QLF15C03,M,Y45-49,2013Q1,1997.3,A,F,NR,3
QLF15C03,F,Y45-49,2013Q1,1879.5,A,F,NR,3
QLF15C03,T,Y50-54,2013Q1,3603.8,A,F,NR,3
QLF15C03,M,Y50-54,2013Q1,1860.5,A,F,NR,3
QLF15C03,F,Y50-54,2013Q1,1743.3,A,F,NR,3
QLF15C03,T,Y50-59,2013Q1,6540.1,A,F,NR,3
QLF15C03,M,Y50-59,2013Q1,3368.1,A,F,NR,3
QLF15C03,F,Y50-59,2013Q1,3172.1,A,F,NR,3
QLF15C03,T,Y50-64,2013Q1,7499.7,A,F,NR,3
QLF15C03,M,Y50-64,2013Q1,3868.2,A,F,NR,3
QLF15C03,F,Y50-64,2013Q1,3631.6,A,F,NR,3
QLF15C03,T,Y50-74,2013Q1,7709.7,A,F,NR,3
QLF15C03,M,Y50-74,2013Q1,3986.0,A,F,NR,3
QLF15C03,F,Y50-74,2013Q1,3723.6,A,F,NR,3
QLF15C03,T,Y55-59,2013Q1,2936.3,A,F,NR,3
QLF15C03,M,Y55-59,2013Q1,1507.5,A,F,NR,3
QLF15C03,F,Y55-59,2013Q1,1428.8,A,F,NR,3
QLF15C03,T,Y55-64,2013Q1,3895.9,A,F,NR,3
QLF15C03,M,Y55-64,2013Q1,2007.6,A,F,NR,3
QLF15C03,F,Y55-64,2013Q1,1888.3,A,F,NR,3
QLF15C03,T,Y60-64,2013Q1,959.6,A,F,NR,3
QLF15C03,M,Y60-64,2013Q1,500.1,A,F,NR,3
QLF15C03,F,Y60-64,2013Q1,459.5,A,F,NR,3
QLF15C03,T,Y65-69,2013Q1,175.4,A,F,NR,3
QLF15C03,M,Y65-69,2013Q1,99.0,A,F,NR,3
QLF15C03,F,Y65-69,2013Q1,76.4,A,F,NR,3
QLF15C03,T,Y65-74,2013Q1,209.9,A,F,NR,3
QLF15C03,M,Y65-74,2013Q1,117.9,A,F,NR,3
QLF15C03,F,Y65-74,2013Q1,92.1,A,F,NR,3
QLF15C03,T,Y70-74,2013Q1,34.5,U,F,NR,3
QLF15C03,T,Y_GE15,2013Q1,28524.2,A,F,NR,3
QLF15C03,M,Y_GE15,2013Q1,14920.4,A,F,NR,3
QLF15C03,F,Y_GE15,2013Q1,13603.8,A,F,NR,3
QLF15C03,T,Y_GE25,2013Q1,25832.3,A,F,NR,3
QLF15C03,M,Y_GE25,2013Q1,13429.1,A,F,NR,3
QLF15C03,F,Y_GE25,2013Q1,12403.2,A,F,NR,3
QLF15C03,T,Y_GE50,2013Q1,7728.2,A,F,NR,3
QLF15C03,M,Y_GE50,2013Q1,3995.1,A,F,NR,3
QLF15C03,F,Y_GE50,2013Q1,3733.1,A,F,NR,3
QLF15C03,T,Y_GE65,2013Q1,228.5,A,F,NR,3
QLF15C03,M,Y_GE65,2013Q1,126.9,A,F,NR,3
QLF15C03,F,Y_GE65,2013Q1,101.5,A,F,NR,3
QLF15C03,T,Y15-64,2013Q2,28375.9,A,F,NR,3
QLF15C03,M,Y15-64,2013Q2,14817.1,A,F,NR,3
QLF15C03,F,Y15-64,2013Q2,13558.9,A,F,NR,3
QLF15C03,T,Y15-19,2013Q2,515.8,A,F,NR,3
QLF15C03,M,Y15-19,2013Q2,302.2,A,F,NR,3
QLF15C03,F,Y15-19,2013Q2,213.6,A,F,NR,3
QLF15C03,T,Y15-24,2013Q2,2693.6,A,F,NR,3
QLF15C03,M,Y15-24,2013Q2,1487.2,A,F,NR,3
QLF15C03,F,Y15-24,2013Q2,1206.4,A,F,NR,3
QLF15C03,T,Y15-39,2013Q2,12972.8,A,F,NR,3
QLF15C03,M,Y15-39,2013Q2,6874.5,A,F,NR,3
QLF15C03,F,Y15-39,2013Q2,6098.3,A,F,NR,3
QLF15C03,T,Y15-59,2013Q2,27394.5,A,F,NR,3
QLF15C03,M,Y15-59,2013Q2,14304.0,A,F,NR,3
QLF15C03,F,Y15-59,2013Q2,13090.5,A,F,NR,3
QLF15C03,T,Y15-74,2013Q2,28605.5,A,F,NR,3
QLF15C03,M,Y15-74,2013Q2,14952.2,A,F,NR,3
QLF15C03,F,Y15-74,2013Q2,13653.3,A,F,NR,3
QLF15C03,T,Y20-24,2013Q2,2177.8,A,F,NR,3
QLF15C03,M,Y20-24,2013Q2,1185.0,A,F,NR,3
QLF15C03,F,Y20-24,2013Q2,992.8,A,F,NR,3
QLF15C03,T,Y20-64,2013Q2,27860.2,A,F,NR,3
QLF15C03,M,Y20-64,2013Q2,14514.9,A,F,NR,3
QLF15C03,F,Y20-64,2013Q2,13345.3,A,F,NR,3
QLF15C03,T,Y25-29,2013Q2,3239.5,A,F,NR,3
QLF15C03,M,Y25-29,2013Q2,1678.9,A,F,NR,3
QLF15C03,F,Y25-29,2013Q2,1560.6,A,F,NR,3
QLF15C03,T,Y25-49,2013Q2,18137.8,A,F,NR,3
QLF15C03,M,Y25-49,2013Q2,9448.9,A,F,NR,3
QLF15C03,F,Y25-49,2013Q2,8688.9,A,F,NR,3
QLF15C03,T,Y25-54,2013Q2,21758.5,A,F,NR,3
QLF15C03,M,Y25-54,2013Q2,11311.6,A,F,NR,3
QLF15C03,F,Y25-54,2013Q2,10446.9,A,F,NR,3
QLF15C03,T,Y25-59,2013Q2,24700.9,A,F,NR,3
QLF15C03,M,Y25-59,2013Q2,12816.8,A,F,NR,3
QLF15C03,F,Y25-59,2013Q2,11884.1,A,F,NR,3
QLF15C03,T,Y25-64,2013Q2,25682.4,A,F,NR,3
QLF15C03,M,Y25-64,2013Q2,13329.9,A,F,NR,3
QLF15C03,F,Y25-64,2013Q2,12352.5,A,F,NR,3
QLF15C03,T,Y25-74,2013Q2,25911.9,A,F,NR,3
QLF15C03,M,Y25-74,2013Q2,13465.0,A,F,NR,3
QLF15C03,F,Y25-74,2013Q2,12446.9,A,F,NR,3
QLF15C03,T,Y30-34,2013Q2,3487.5,A,F,NR,3
QLF15C03,M,Y30-34,2013Q2,1835.8,A,F,NR,3
QLF15C03,F,Y30-34,2013Q2,1651.7,A,F,NR,3
QLF15C03,T,Y35-39,2013Q2,3552.2,A,F,NR,3
QLF15C03,M,Y35-39,2013Q2,1872.6,A,F,NR,3
QLF15C03,F,Y35-39,2013Q2,1679.6,A,F,NR,3
QLF15C03,T,Y40-44,2013Q2,3961.8,A,F,NR,3
QLF15C03,M,Y40-44,2013Q2,2060.6,A,F,NR,3
QLF15C03,F,Y40-44,2013Q2,1901.3,A,F,NR,3
QLF15C03,T,Y40-59,2013Q2,14421.7,A,F,NR,3
QLF15C03,M,Y40-59,2013Q2,7429.5,A,F,NR,3
QLF15C03,F,Y40-59,2013Q2,6992.2,A,F,NR,3
QLF15C03,T,Y40-64,2013Q2,15403.2,A,F,NR,3
QLF15C03,M,Y40-64,2013Q2,7942.6,A,F,NR,3
QLF15C03,F,Y40-64,2013Q2,7460.6,A,F,NR,3
QLF15C03,T,Y45-49,2013Q2,3896.7,A,F,NR,3
QLF15C03,M,Y45-49,2013Q2,2001.0,A,F,NR,3
QLF15C03,F,Y45-49,2013Q2,1895.8,A,F,NR,3
QLF15C03,T,Y50-54,2013Q2,3620.7,A,F,NR,3
QLF15C03,M,Y50-54,2013Q2,1862.7,A,F,NR,3
QLF15C03,F,Y50-54,2013Q2,1758.0,A,F,NR,3
QLF15C03,T,Y50-59,2013Q2,6563.1,A,F,NR,3
QLF15C03,M,Y50-59,2013Q2,3367.9,A,F,NR,3
QLF15C03,F,Y50-59,2013Q2,3195.2,A,F,NR,3
QLF15C03,T,Y50-64,2013Q2,7544.6,A,F,NR,3
QLF15C03,M,Y50-64,2013Q2,3881.0,A,F,NR,3
QLF15C03,F,Y50-64,2013Q2,3663.6,A,F,NR,3
QLF15C03,T,Y50-74,2013Q2,7774.1,A,F,NR,3
QLF15C03,M,Y50-74,2013Q2,4016.1,A,F,NR,3
QLF15C03,F,Y50-74,2013Q2,3758.0,A,F,NR,3
QLF15C03,T,Y55-59,2013Q2,2942.4,A,F,NR,3
QLF15C03,M,Y55-59,2013Q2,1505.2,A,F,NR,3
QLF15C03,F,Y55-59,2013Q2,1437.2,A,F,NR,3
QLF15C03,T,Y55-64,2013Q2,3923.9,A,F,NR,3
QLF15C03,M,Y55-64,2013Q2,2018.3,A,F,NR,3
QLF15C03,F,Y55-64,2013Q2,1905.6,A,F,NR,3
QLF15C03,T,Y60-64,2013Q2,981.5,A,F,NR,3
QLF15C03,M,Y60-64,2013Q2,513.1,A,F,NR,3
QLF15C03,F,Y60-64,2013Q2,468.4,A,F,NR,3
QLF15C03,T,Y65-69,2013Q2,189.2,A,F,NR,3
QLF15C03,M,Y65-69,2013Q2,110.5,A,F,NR,3
QLF15C03,F,Y65-69,2013Q2,78.8,A,F,NR,3
QLF15C03,T,Y65-74,2013Q2,229.5,A,F,NR,3
QLF15C03,M,Y65-74,2013Q2,135.1,A,F,NR,3
QLF15C03,F,Y65-74,2013Q2,94.4,A,F,NR,3
QLF15C03,T,Y70-74,2013Q2,40.3,A,F,NR,3
QLF15C03,M,Y70-74,2013Q2,24.6,U,F,NR,3
QLF15C03,T,Y_GE15,2013Q2,28626.2,A,F,NR,3
QLF15C03,M,Y_GE15,2013Q2,14962.6,A,F,NR,3
QLF15C03,F,Y_GE15,2013Q2,13663.6,A,F,NR,3
QLF15C03,T,Y_GE25,2013Q2,25932.6,A,F,NR,3
QLF15C03,M,Y_GE25,2013Q2,13475.4,A,F,NR,3
QLF15C03,F,Y_GE25,2013Q2,12457.3,A,F,NR,3
QLF15C03,T,Y_GE50,2013Q2,7794.9,A,F,NR,3
QLF15C03,M,Y_GE50,2013Q2,4026.5,A,F,NR,3
QLF15C03,F,Y_GE50,2013Q2,3768.3,A,F,NR,3
QLF15C03,T,Y_GE65,2013Q2,250.3,A,F,NR,3
QLF15C03,M,Y_GE65,2013Q2,145.5,A,F,NR,3
QLF15C03,F,Y_GE65,2013Q2,104.8,A,F,NR,3
QLF15C03,T,Y_GE75,2013Q2,20.7,U,F,NR,3
QLF15C03,T,Y15-64,2013Q3,28445.8,A,F,NR,3
QLF15C03,M,Y15-64,2013Q3,14819.2,A,F,NR,3
QLF15C03,F,Y15-64,2013Q3,13626.6,A,F,NR,3
QLF15C03,T,Y15-19,2013Q3,581.7,A,F,NR,3
QLF15C03,M,Y15-19,2013Q3,342.0,A,F,NR,3
QLF15C03,F,Y15-19,2013Q3,239.7,A,F,NR,3
QLF15C03,T,Y15-24,2013Q3,2835.3,A,F,NR,3
QLF15C03,M,Y15-24,2013Q3,1545.6,A,F,NR,3
QLF15C03,F,Y15-24,2013Q3,1289.7,A,F,NR,3
QLF15C03,T,Y15-39,2013Q3,13086.0,A,F,NR,3
QLF15C03,M,Y15-39,2013Q3,6917.6,A,F,NR,3
QLF15C03,F,Y15-39,2013Q3,6168.5,A,F,NR,3
QLF15C03,T,Y15-59,2013Q3,27446.9,A,F,NR,3
QLF15C03,M,Y15-59,2013Q3,14308.9,A,F,NR,3
QLF15C03,F,Y15-59,2013Q3,13137.9,A,F,NR,3
QLF15C03,T,Y15-74,2013Q3,28679.1,A,F,NR,3
QLF15C03,M,Y15-74,2013Q3,14956.7,A,F,NR,3
QLF15C03,F,Y15-74,2013Q3,13722.4,A,F,NR,3
QLF15C03,T,Y20-24,2013Q3,2253.6,A,F,NR,3
QLF15C03,M,Y20-24,2013Q3,1203.6,A,F,NR,3
QLF15C03,F,Y20-24,2013Q3,1050.0,A,F,NR,3
QLF15C03,T,Y20-64,2013Q3,27864.1,A,F,NR,3
QLF15C03,M,Y20-64,2013Q3,14477.2,A,F,NR,3
QLF15C03,F,Y20-64,2013Q3,13386.9,A,F,NR,3
QLF15C03,T,Y25-29,2013Q3,3246.0,A,F,NR,3
QLF15C03,M,Y25-29,2013Q3,1689.7,A,F,NR,3
QLF15C03,F,Y25-29,2013Q3,1556.3,A,F,NR,3
QLF15C03,T,Y25-49,2013Q3,18063.4,A,F,NR,3
QLF15C03,M,Y25-49,2013Q3,9399.7,A,F,NR,3
QLF15C03,F,Y25-49,2013Q3,8663.7,A,F,NR,3
QLF15C03,T,Y25-54,2013Q3,21673.5,A,F,NR,3
QLF15C03,M,Y25-54,2013Q3,11266.8,A,F,NR,3
QLF15C03,F,Y25-54,2013Q3,10406.7,A,F,NR,3
QLF15C03,T,Y25-59,2013Q3,24611.5,A,F,NR,3
QLF15C03,M,Y25-59,2013Q3,12763.3,A,F,NR,3
QLF15C03,F,Y25-59,2013Q3,11848.2,A,F,NR,3
QLF15C03,T,Y25-64,2013Q3,25610.5,A,F,NR,3
QLF15C03,M,Y25-64,2013Q3,13273.6,A,F,NR,3
QLF15C03,F,Y25-64,2013Q3,12336.9,A,F,NR,3
QLF15C03,T,Y25-74,2013Q3,25843.8,A,F,NR,3
QLF15C03,M,Y25-74,2013Q3,13411.2,A,F,NR,3
QLF15C03,F,Y25-74,2013Q3,12432.7,A,F,NR,3
QLF15C03,T,Y30-34,2013Q3,3485.1,A,F,NR,3
QLF15C03,M,Y30-34,2013Q3,1836.3,A,F,NR,3
QLF15C03,F,Y30-34,2013Q3,1648.7,A,F,NR,3
QLF15C03,T,Y35-39,2013Q3,3519.6,A,F,NR,3
QLF15C03,M,Y35-39,2013Q3,1846.0,A,F,NR,3
QLF15C03,F,Y35-39,2013Q3,1673.7,A,F,NR,3
QLF15C03,T,Y40-44,2013Q3,3923.4,A,F,NR,3
QLF15C03,M,Y40-44,2013Q3,2039.4,A,F,NR,3
QLF15C03,F,Y40-44,2013Q3,1884.0,A,F,NR,3
QLF15C03,T,Y40-59,2013Q3,14360.8,A,F,NR,3
QLF15C03,M,Y40-59,2013Q3,7391.4,A,F,NR,3
QLF15C03,F,Y40-59,2013Q3,6969.5,A,F,NR,3
QLF15C03,T,Y40-64,2013Q3,15359.8,A,F,NR,3
QLF15C03,M,Y40-64,2013Q3,7901.6,A,F,NR,3
QLF15C03,F,Y40-64,2013Q3,7458.1,A,F,NR,3
QLF15C03,T,Y45-49,2013Q3,3889.3,A,F,NR,3
QLF15C03,M,Y45-49,2013Q3,1988.3,A,F,NR,3
QLF15C03,F,Y45-49,2013Q3,1901.0,A,F,NR,3
QLF15C03,T,Y50-54,2013Q3,3610.1,A,F,NR,3
QLF15C03,M,Y50-54,2013Q3,1867.2,A,F,NR,3
QLF15C03,F,Y50-54,2013Q3,1743.0,A,F,NR,3
QLF15C03,T,Y50-59,2013Q3,6548.2,A,F,NR,3
QLF15C03,M,Y50-59,2013Q3,3363.7,A,F,NR,3
QLF15C03,F,Y50-59,2013Q3,3184.5,A,F,NR,3
QLF15C03,T,Y50-64,2013Q3,7547.1,A,F,NR,3
QLF15C03,M,Y50-64,2013Q3,3873.9,A,F,NR,3
QLF15C03,F,Y50-64,2013Q3,3673.2,A,F,NR,3
QLF15C03,T,Y50-74,2013Q3,7780.4,A,F,NR,3
QLF15C03,M,Y50-74,2013Q3,4011.5,A,F,NR,3
QLF15C03,F,Y50-74,2013Q3,3769.0,A,F,NR,3
QLF15C03,T,Y55-59,2013Q3,2938.0,A,F,NR,3
QLF15C03,M,Y55-59,2013Q3,1496.5,A,F,NR,3
QLF15C03,F,Y55-59,2013Q3,1441.5,A,F,NR,3
QLF15C03,T,Y55-64,2013Q3,3937.0,A,F,NR,3
QLF15C03,M,Y55-64,2013Q3,2006.8,A,F,NR,3
QLF15C03,F,Y55-64,2013Q3,1930.2,A,F,NR,3
QLF15C03,T,Y60-64,2013Q3,998.9,A,F,NR,3
QLF15C03,M,Y60-64,2013Q3,510.3,A,F,NR,3
QLF15C03,F,Y60-64,2013Q3,488.7,A,F,NR,3
QLF15C03,T,Y65-69,2013Q3,191.5,A,F,NR,3
QLF15C03,M,Y65-69,2013Q3,113.8,A,F,NR,3
QLF15C03,F,Y65-69,2013Q3,77.6,A,F,NR,3
QLF15C03,T,Y65-74,2013Q3,233.3,A,F,NR,3
QLF15C03,M,Y65-74,2013Q3,137.5,A,F,NR,3
QLF15C03,F,Y65-74,2013Q3,95.8,A,F,NR,3
QLF15C03,T,Y70-74,2013Q3,41.8,A,F,NR,3
QLF15C03,M,Y70-74,2013Q3,23.7,U,F,NR,3
QLF15C03,T,Y_GE15,2013Q3,28694.9,A,F,NR,3
QLF15C03,M,Y_GE15,2013Q3,14965.4,A,F,NR,3
QLF15C03,F,Y_GE15,2013Q3,13729.5,A,F,NR,3
QLF15C03,T,Y_GE25,2013Q3,25859.6,A,F,NR,3
QLF15C03,M,Y_GE25,2013Q3,13419.8,A,F,NR,3
QLF15C03,F,Y_GE25,2013Q3,12439.8,A,F,NR,3
QLF15C03,T,Y_GE50,2013Q3,7796.2,A,F,NR,3
QLF15C03,M,Y_GE50,2013Q3,4020.1,A,F,NR,3
QLF15C03,F,Y_GE50,2013Q3,3776.1,A,F,NR,3
QLF15C03,T,Y_GE65,2013Q3,249.1,A,F,NR,3
QLF15C03,M,Y_GE65,2013Q3,146.2,A,F,NR,3
QLF15C03,F,Y_GE65,2013Q3,102.9,A,F,NR,3
QLF15C03,T,Y15-64,2013Q4,28391.3,A,F,NR,3
QLF15C03,M,Y15-64,2013Q4,14728.1,A,F,NR,3
QLF15C03,F,Y15-64,2013Q4,13663.2,A,F,NR,3
QLF15C03,T,Y15-19,2013Q4,509.4,A,F,NR,3
QLF15C03,M,Y15-19,2013Q4,312.4,A,F,NR,3
QLF15C03,F,Y15-19,2013Q4,197.0,A,F,NR,3
QLF15C03,T,Y15-24,2013Q4,2678.3,A,F,NR,3
QLF15C03,M,Y15-24,2013Q4,1461.2,A,F,NR,3
QLF15C03,F,Y15-24,2013Q4,1217.1,A,F,NR,3
QLF15C03,T,Y15-39,2013Q4,12993.9,A,F,NR,3
QLF15C03,M,Y15-39,2013Q4,6836.6,A,F,NR,3
QLF15C03,F,Y15-39,2013Q4,6157.3,A,F,NR,3
